,selected_text,sentiment,text,textID
27434,Really good night,positive,Really good night,0a43c46417
27435,great start,positive,"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",744ae79733
27436,sniffle sniffle sob. sob.,negative,Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,c834d840d2
27437,I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work,neutral, I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work,99974a51c5
27438,Where is my bestie when i need him,negative,Where is my bestie when i need him ,9057950ae4
27439,haox.,negative,I am beginning to think sun blcok is a haox.,ecfc3c4122
27440,I GET IT.,negative, I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,7fd422900b
27441,Wanted to get that piercing too but thought it would be distracting to others when I was giving presentations. U think?,neutral, Wanted to get that piercing too but thought it would be distracting to others when I was giving presentations. U think?,aec8d3c1e5
27442,"staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!",neutral," staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!",04ff8fc3ae
27443,I love him.,positive, Yes! I love him. I have seen the eps so many time that I quote his lines with him.,213c5cbfb4
27444,"Ps Brian just announced his message title, 'what is in you will flow from you' My friend replied 'cheescake??' Ha!",neutral,"Ps Brian just announced his message title, 'what is in you will flow from you' My friend replied 'cheescake??' Ha!",7e1ee83e72
27445,"Yup, sometimes kc it`s raining here in Pque but in Las Pinas it`s not. So just wondering.",neutral," Yup, sometimes kc it`s raining here in Pque but in Las Pinas it`s not. So just wondering.",3aee463b5d
27446,i am glad,positive, i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,9b0d10c5b9
27447,is having carbonara for dinner made by my mum mom,neutral,is having carbonara for dinner made by my mum mom,a9f0aa00e2
27448,but that is the only logical reason why you`d get hollered at 3x in the past hour. but what is dnw?,neutral,  but that is the only logical reason why you`d get hollered at 3x in the past hour. but what is dnw?,6c6aad2026
27449,haha malamang as one of my chef.,neutral, haha malamang as one of my chef.,46b2ecf52e
27450,did you find the Colossus yet?,neutral, did you find the Colossus yet?,829cad7b81
27451,happy all,positive,happy all my studying and all nighters payed off,16947b5a23
27452,"so much for a day off- I`ve been on my feet, all over the place, all day!",neutral,"so much for a day off- I`ve been on my feet, all over the place, all day!",af9f223e1f
27453,it`s beeen onee year,neutral,it`s beeen onee year,a01e5d1ddf
27454,you`re proud of and you love eachother,positive,"_mayer I`d like to see a picture of you, Carl and John where everyone can read from your faces you`re proud of and you love eachother",465b9edc97
27455,"simple greetings from unexpected people can actually lighten our mood,",positive,"simple greetings from unexpected people can actually lighten our mood, doesn`**** ever happen to you?",768e382964
27456,wanna leave work al,negative,i wanna leave work already! Not feelin it 2day,d32efe060f
27457,My camera is brokennn,neutral, My camera is brokennn,58804bf427
27458,really wish,positive,I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.,ea8072c6a6
27459,good,positive,"  good as, cya in melbourne",13e1519ce3
27460,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",neutral,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",17c8c317f0
27461,thanks,positive, again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,c37b979e7e
27462,Fun,positive,Just back from bingo w/family -- I won over $1100! Fun night,3f9912ec7a
27463,MISS,negative, LIKE DREW SAID 'GIVE TC A CHANCE' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,a38bf809b0
27464,breakingg,negative,rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,e7eecffdc8
27465,enjoy,positive, Sure. I`ll try n keep that up! =P You enjoy studying. Cya!,c14a543497
27466,Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style 'medical' uni. Disappointed there weren`t any more in costume.,neutral, Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style 'medical' uni. Disappointed there weren`t any more in costume.,7e8b34de71
27467,welcome,positive,morning twit-friends! welcome to my new followers,432e6de6c9
27468,"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",neutral,"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",a753a93e45
27469,94 more days till BH comes back to LA,neutral,94 more days till BH comes back to LA,ac92790d8b
27470,t bored,negative, lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,778184dff1
27471,"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",neutral,"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",15bb120f57
27472,were too late,negative,http://twitpic.com/663vr - Wanted to visit the animals but we were too late,8f5adc47ec
27473,in spoke to you yesterday and u didnt respond girl  wassup though!,neutral, in spoke to you yesterday and u didnt respond girl  wassup though!,a208770a32
27474,I feel good ab,positive,So I get up early and I feel good about the day. I walk to work and I`m feeling alright. But guess what... I don`t work today.,8f14bb2715
27475,enjoy,positive,  enjoy ur night,b78ec00df5
27476,d lost,negative, wish we could come see u on Denver  husband lost his job and can`t afford it,4eac33d1c0
27477,", don`t force",negative," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",4f4c4fc327
27478,Yay good for both of you.,positive, Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,f67aae2310
27479,But it was worth it  ****.,positive, But it was worth it  ****.,ed167662a5
27480,All this flirting going on - The ATG smiles. Yay.  ((hugs),neutral,   All this flirting going on - The ATG smiles. Yay.  ((hugs)),6f7127d9d7
0,,neutral,Last session of the day  http://twitpic.com/67ezh,f87dea47db
1,,positive, Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ).,96d74cb729
2,,negative,"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",eee518ae67
3,,positive, happy bday!,01082688c6
4,,positive, http://twitpic.com/4w75p - I like it!!,33987a8ee5
5,,positive, that`s great!! weee!! visitors!,726e501993
6,,negative,I THINK EVERYONE HATES ME ON HERE   lol,261932614e
7,,negative," soooooo wish i could, but im in school and myspace is completely blocked",afa11da83f
8,,neutral, and within a short time of the last clue all of them,e64208b4ef
9,,neutral, What did you get?  My day is alright.. haven`t done anything yet. leaving soon to my stepsister though!,37bcad24ca
10,,negative,My bike was put on hold...should have known that.... argh total bummer,24c92644a4
11,,neutral, I checked.  We didn`t win,43b390b336
12,,neutral, .. and you`re on twitter! Did the tavern bore you that much?,69d6b5d93e
13,,negative,"I`m in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics",5c1e0b61a1
14,,negative,Its coming out the socket  I feel like my phones hole is not a virgin. That`s how loose it is... :`(,504e45d9d9
15,,negative,"So hot today =_=  don`t like it and i hate my new timetable, having such a bad week",ae93ad52a0
16,,negative, Miss you,9fce30159a
17,,negative,Cramps . . .,00d5195223
18,,positive, you guys didn`t say hi or answer my questions yesterday  but nice songs.,33f19050cf
19,,neutral,"I`m going into a spiritual stagnentation, its exploding my ego!. I now realise, i`m not all that great. and I`m ok with that.",f7718b3c23
20,,negative,Stupid storm. No river for us tonight,9ef44428d0
21,,negative,My dead grandpa pays more attention to me than you do,be634ebeb0
22,,negative,"... need retail therapy, bad. AHHH.....gimme money geebus",3dcf4f7e13
23,,neutral,about to go to sleep,f0ef04109b
24,,negative, you are lame  go make me breakfast!!,8be365118e
25,,positive, thats so cool,c50bdd4567
26,,neutral,"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)",334954f215
27,,neutral,"Huh, another ScarePoint coding Sunday",b783916431
28,,positive, look who I found just for you  --->  http://twitter.com/DJT2009,1fa8e6ad66
29,,negative,"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",be38b29042
30,,neutral, guess that depends on if you want to be on the jury,95701e8ed9
31,,neutral,resorted to eating Mickey Ds ALONE.,4dd58ecd2c
32,,neutral,"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",cf553cccd5
33,,neutral, did he ask for your Twitter ID? Your sun sign?,55c69c2d52
34,,neutral, where`d you go!,9b1a52cc02
35,,positive,Watching Body of Lies...good film,cce5c4744a
36,,positive,Happy mothers day mumm  xoxo,c7f9d559e2
37,,neutral,So I really need to put the laptop down & start getting ready for  shindig...But I`ve missed my TwitterLoves all day,3d2478db59
38,,negative, I`m sorry  at least it`s Friday?,6d846d7d50
39,,negative,"feels sorry every time I`m printing out, I use like 200 new papers",599f51af6b
40,,negative, 4n? ma rog  never heard of it  esti beat acum? u tweet too much,87daa62920
41,,neutral, I always forget SOMETHING when I travel. I am at Newark airport.,6506dc55ff
42,,neutral,Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing,746d87f93e
43,,neutral,i`m only updating this so that brett`s phone beeps  but really.. looking at wedding stuff. again.for the next five months.,ef7ef8e474
44,,positive," Hi there.  I agree!  Small children should be running about happy, not breaking down in tears",d3d7b13278
45,,positive,  Hope ur havin fun in da club,ddc07db84e
46,,neutral,i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,67afe60d31
47,,positive,thinks SG is wonderful,17d18ba9ef
48,,negative,  im really sorry i know wallah how u feel this life is shittttttttt,ab57d75f20
49,,negative,Not happy,f0acd25d8e
50,,neutral,Is watching acoustic performances! & In the mood for a good 'FRIENDS' episode! I miss that show,cf3b068b03
51,,neutral, I`ll oscillate from one to the other.,d6c34fa875
52,,negative,I`m so very tired...and have insomnia.,614aed9113
53,,positive, Thanks Ennio,dfa577d3c1
54,,neutral, you should totally come get me and bring me to kelslaws house with you.,10dcbe4dfb
55,,positive," You seem nice, you`re generous and you know your stuff",a0bfb12773
56,,neutral, U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,71f4a9b495
57,,neutral,almost got a kitty yesterday...but it didn`t work out,d33ed264b3
58,,neutral,"reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.",77f88ea9e2
